timeStamp,averageExecutionTime,medianOfFlowDuration,maxFlowDuration,flowDurationList,avgCpuByProcess,medianOfCpuByProcess,maxCpuByProcess,cpuByProcessList,avgDiskByProcess,medianOfDiskByProcess,maxDiskByProcess,diskByProcessList,avgMemByProcess,medianOfMemByProcess,maxMemByProcess,memByProcessList,percentageHeap,medianOfHeap,maxHeap,percentHeapList,percentageWorkerThreads,medianOfWorkerThreads,maxWorkerThreads,percentWorkerThreadsList,avgInBufferSize,medianOfInBuffer,maxInBuffer,inBufferSizeList,percentageOutBuffer,medianOfOutBuffer,maxOutBuffer,percentOutBufferList,avgSystemCpuJmx,medianOfSystemCpu,maxSystemCpu,systemCpuJmxList
Jan 25-- 2021 11:53:10 PM,18778.6,18337,20757,19874;20757;17849;18337;17076;,0.634443635,0.694,0.918,0.9180060003561553;0.7596193784657882;0.781434388934676;0.6290740813658198;0.49076361440650546;0.2277643477740827;,1702593295,1.70E+09,1702979303,1702979303;1702813908;1702648513;1702483118;1702317723;1702317202;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;,0.452697466,0.401,0.793,0.41895626574620903;0.3821530057745432;0.27712768276024;0.1702412624651747;0.7929974188253083;0.6747091613464785;,26.16666667,26,27,26.0;26.0;26.0;27.0;26.0;26.0;,0,0,0,0;0;0;0;0;0;,2.962222222,2.26,8.173,0.37333333333333335;0.37333333333333335;0.3466666666666667;8.173333333333334;4.1466666666666665;4.36;,0.642104657,0.708,0.935,0.9353517085046164;0.7694265020241127;0.7806067804011798;0.6460785941741155;0.4889799967423052;0.2321843620237688;
Jan 25-- 2021 11:55:35 PM,21844,22224,22864,22224;22864;21316;22261;20555;,0.674026331,0.804,0.886,0.8147673491099858;0.8858700481682038;0.8144203306853838;0.5312559272166675;0.8042070523989185;0.6160002540294373;0.25166335388946903;,1703973236,1.70E+09,1703974799,1703974799;1703974278;1703973757;1703973236;1703972715;1703972194;1703971673;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.601751449,0.649,0.731,0.7314014160879536;0.6944981945523584;0.7103029724567992;0.6485707083708423;0.5643114037222418;0.4217040984302834;0.44147134650929326;,27.14285714,27,28,27.0;27.0;27.0;27.0;28.0;27.0;27.0;,0,0,0,0;0;0;0;0;0;0;,4.415238095,4.52,8.547,0.4;0.3466666666666667;4.52;4.506666666666667;8.546666666666667;6.36;6.226666666666667;,0.684081808,0.815,0.904,0.8235535487295534;0.9038916381286884;0.8153750559378181;0.5515742979945333;0.8236171490998533;0.6146302284634988;0.2559307343086157;
Jan 25-- 2021 11:57:56 PM,23213.2,23562,25011,25011;23029;23562;19589;24875;,0.713748002,0.721,0.911,0.8212463324678629;0.7383302221595833;0.8832321921577078;0.911081398552828;0.8888628403611404;0.6708301475126242;0.6218246961401207;0.7037474141904559;0.6336030170404565;0.26472175866361114;,1704310018,1.70E+09,1704312362,1704312362;1704311841;1704311320;1704310799;1704310278;1704309757;1704309236;1704308715;1704308194;1704307673;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.557789294,0.564,0.845,0.2650492790746024;0.8452949928946726;0.641686712724294;0.7217535307913115;0.5868158956484502;0.5016906926431497;0.5706730400128884;0.557779041551281;0.5511178257366339;0.33603192888529004;,28,28,28,28.0;28.0;28.0;28.0;28.0;28.0;28.0;28.0;28.0;28.0;,0,0,0,0;0;0;0;0;0;0;0;0;0;,2.8,3.373,6.413,0.38666666666666666;0.41333333333333333;0.37333333333333335;0.37333333333333335;4.426666666666667;4.3999999999999995;2.373333333333333;6.413333333333333;4.373333333333333;4.466666666666667;,0.720092575,0.73,0.927,0.8350446376386796;0.7502116632240362;0.8956055262768494;0.9267110993879555;0.8815848638010548;0.6786692294962858;0.6147508843775313;0.7094204225278118;0.6394053298459188;0.26952209205535793;
Jan 26-- 2021 12:00:26 AM,30961,31180,33110,31132;31837;27546;33110;31180;,0.61609474,0.643,0.92,0.8579930706390588;0.6907124025013573;0.9041775328713284;0.9199584561480539;0.8663687944201505;0.5952971428683678;0.2241351280572491;0.26889402812979674;0.44027317545551703;0.8470952019058737;0.7393702114574855;0.444347366697022;0.5484688504794935;0.2782350029732922;,1704483786,1.70E+09,1704487656,1704487656;1704486614;1704486093;1704485572;1704485051;1704484530;1704484009;1704483488;1704482967;1704482446;1704481925;1704481404;1704480883;1704480362;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.461214801,0.437,0.813,0.1309263515183028;0.8129845436198126;0.6058118012942065;0.6035649792356399;0.6290048675943535;0.43163084199971075;0.5116118755746395;0.5231815244808838;0.4044113703580928;0.4431295580361248;0.3324861100557606;0.39935949486445727;0.318228577185148;0.31067531802623305;,29,29,29,29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;,0,0,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;,2.815238095,2.067,10.627,0.38666666666666666;0.32;0.38666666666666666;0.06666666666666667;2.0666666666666664;2.0666666666666664;2.0666666666666664;2.0666666666666664;2.0666666666666664;2.0666666666666664;2.04;10.626666666666667;6.386666666666667;6.800000000000001;,0.621974852,0.647,0.924,0.8618340660225793;0.6994610382020017;0.9194434407780616;0.9240034318834216;0.8836221206326507;0.5952969369277346;0.22486604305454205;0.27325938343298184;0.4430613240878477;0.849162430738873;0.7482512179885902;0.4505493919999351;0.5510882015877414;0.2837488954729148;
Jan 26-- 2021 12:02:42 AM,23613.6,23937,24777,23625;24163;24777;21566;23937;,0.709890931,0.775,0.937,0.767894401187293;0.9367655757885818;0.934255738264471;0.9252799884794888;0.7812573108482299;0.7969918799977616;0.5219635811530521;0.4950891602420654;0.6317421381326462;0.30766953838983135;,1704657480,1.70E+09,1704659824,1704659824;1704659303;1704658782;1704658261;1704657740;1704657219;1704656698;1704656177;1704655656;1704655135;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.429235505,0.45,0.565,0.5651377996668583;0.4729371060620602;0.4601957252345134;0.4501769299416084;0.4409343408788602;0.44910642542164847;0.31073124533947555;0.4502201816612677;0.38991100703618714;0.303004286396733;,30.1,30,31,30.0;30.0;30.0;30.0;30.0;30.0;31.0;30.0;30.0;30.0;,0,0,0,0;0;0;0;0;0;0;0;0;0;,2.965333333,1.567,8.693,0.4;0.4;0.88;0.88;0.84;8.693333333333333;6.693333333333333;2.2533333333333334;6.2;2.413333333333333;,0.722965511,0.781,0.983,0.7765628046771514;0.9828720949442303;0.9524806886483519;0.9249612261687413;0.7851765864225027;0.8050179430563393;0.5280003461670975;0.5135966144990234;0.6473096204009958;0.31367718229173414;
Jan 26-- 2021 12:05:15 AM,19932.6,20101,21709,19925;20387;17541;21709;20101;,0.743611944,0.766,0.931,0.9157375898567909;0.7747589599877194;0.931354909539748;0.8971938948203164;0.7563690553482769;0.6773277423467706;0.7171965867970352;0.2789568172231704;,1705757129,1.71E+09,1706480732,1706480732;1706149942;1705984547;1705819152;1705653757;1705488362;1705322967;1705157572;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.447568522,0.393,0.644,0.6436490794116031;0.596960425392404;0.49624878177318543;0.39882806537556564;0.3864236418733892;0.3247028450986545;0.37013490212996114;0.3636004317784772;,31,31,31,31.0;31.0;31.0;31.0;31.0;31.0;31.0;31.0;,0,0,0,0;0;0;0;0;0;0;0;,2.483333333,2.487,8.573,0.41333333333333333;0.4266666666666667;0.41333333333333333;2.493333333333333;2.48;8.573333333333332;2.5733333333333333;2.493333333333333;,0.751417905,0.777,0.946,0.923022832698095;0.775348727629124;0.9461644560959683;0.90761158638216;0.7777233101297132;0.6820144077172423;0.7125632475484207;0.2868946736724458;
Jan 26-- 2021 12:07:24 AM,19976.2,20279,21500,20840;21500;19895;20279;17367;,0.721509495,0.762,0.935,0.7449746665103831;0.8074299533278491;0.935098579608049;0.7783311729448734;0.7734460894237084;0.6792121569749853;0.7513901146486781;0.30219322551547667;,1707309596,1.71E+09,1707311875,1707311875;1707310833;1707310312;1707309791;1707309270;1707308749;1707308228;1707307707;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.570369618,0.639,0.769,0.18134950939329905;0.768683325049396;0.7171501551435732;0.6141584956453828;0.6638709046640515;0.6870733466796874;0.5500258845742761;0.38064532489466335;,32,32,32,32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;,0,0,0,0;0;0;0;0;0;0;0;,3.21,3.44,6.493,0.45333333333333337;0.46666666666666673;0.4266666666666667;6.493333333333333;6.4799999999999995;2.4533333333333336;4.426666666666667;4.4799999999999995;,0.728818087,0.768,0.947,0.7615827861787423;0.8065348700508876;0.9468384014956622;0.7807145180295939;0.7751324956672021;0.6971909585789675;0.7551273716448211;0.30742329038487803;
Jan 26-- 2021 12:09:57 AM,23971.8,23983,25429,22419;25402;23983;22626;25429;,0.714611723,0.693,0.969,0.79803796696999;0.9363336592759026;0.6910455242363486;0.9690913673498298;0.814289638537098;0.6925032914922614;0.7540499515596931;0.6654168853465169;0.6542232026477407;0.6230691599847851;0.2626683067727518;,1707481959,1.71E+09,1707484564,1707484564;1707484043;1707483522;1707483001;1707482480;1707481959;1707481438;1707480917;1707480396;1707479875;1707479354;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.558344121,0.602,0.864,0.8639753837004176;0.7445174800223628;0.7091720718344563;0.6015508527821543;0.683249536135953;0.6351099467077943;0.38212065467902995;0.46076156873238244;0.3057213935227979;0.3598401699846948;0.3957662702861585;,33.36363636,33,34,33.0;33.0;33.0;33.0;33.0;33.0;34.0;34.0;33.0;34.0;34.0;,0,0,0,0;0;0;0;0;0;0;0;0;0;0;,3.356363636,2.467,10.467,0.45333333333333337;0.44;0.48;0.3066666666666667;4.493333333333333;4.4799999999999995;2.4266666666666667;10.466666666666667;6.466666666666667;4.44;2.466666666666667;,0.722642651,0.713,0.976,0.7991145455044992;0.9583337308604049;0.7125483027271529;0.9761238538542354;0.8341699008023612;0.6860575578816362;0.7618790068385379;0.6642165706994316;0.6555503575248891;0.6322990293617825;0.26877629960662563;
Jan 26-- 2021 12:12:08 AM,20310.6,20720,21398,21398;20100;20720;21106;18229;,0.791606462,0.85,0.948,0.8826738971947253;0.818269686905022;0.9479100944900115;0.8027702581670936;0.9058114416511889;0.9089162114450121;0.7811136913690226;0.28538641188723185;,1708416995,1.71E+09,1708481102,1708481102;1708480060;1708479539;1708479018;1708478497;1708477976;1708312581;1708147186;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.489944139,0.492,0.678,0.6780206576332323;0.5060546153879618;0.6418500564594297;0.5607243753777534;0.4772547203295925;0.3835970770678096;0.40728489912832316;0.26476670707413175;,34.375,34,35,34.0;34.0;34.0;34.0;34.0;35.0;35.0;35.0;,0,0,0,0;0;0;0;0;0;0;0;,2.508333333,1.847,8.56,0.46666666666666673;0.5066666666666666;0.3066666666666667;3.5333333333333337;3.506666666666667;3.186666666666667;8.559999999999999;0.0;,0.801299983,0.869,0.94,0.9000671440163238;0.8385587253108929;0.9404419346031273;0.8153407115848982;0.9244269988817616;0.912211983836894;0.7897001783278551;0.28965218738071385;
Jan 26-- 2021 12:14:28 AM,18991,18429,20928,20375;20928;18044;18429;17179;,0.676747801,0.708,0.827,0.774659333117201;0.8266446047477856;0.7024704237573498;0.7715400065876197;0.69435640633464;0.7083629861804832;0.2592008477745375;,1708485270,1.71E+09,1708486833,1708486833;1708486312;1708485791;1708485270;1708484749;1708484228;1708483707;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.550286075,0.617,0.788,0.1963222647589739;0.2294820587372157;0.7884286285702352;0.7456275677529111;0.6906348476235753;0.616559287359257;0.5849478692760105;,35.14285714,35,36,35.0;35.0;35.0;35.0;35.0;35.0;36.0;,0,0,0,0;0;0;0;0;0;0;,3.948571429,4.493,8.467,0.10666666666666667;0.36;4.906666666666667;4.84;8.466666666666667;4.466666666666667;4.493333333333333;,0.683645653,0.711,0.838,0.7855062485319408;0.8384446501149848;0.7023964986303122;0.7827505511037174;0.7017529529837787;0.7107299982633205;0.2639386729554757;
Jan 26-- 2021 12:16:56 AM,22837.8,23744,25755,23744;24176;20047;20467;25755;,0.767212773,0.822,0.957,0.849993955598538;0.5510587043722269;0.8448204547569889;0.8634185580875636;0.957102078004738;0.9374894652346605;0.8136567430533788;0.7500914865239303;0.7482996501923949;0.8222411411951639;0.3011682664153347;,1708657438,1.71E+09,1708660043,1708660043;1708659522;1708659001;1708658480;1708657959;1708657438;1708656917;1708656396;1708655875;1708655354;1708654833;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.55179267,0.59,0.792,0.23157425537740067;0.7923836748845282;0.6626535000986932;0.6425524842990276;0.5901784333858592;0.6886520115109037;0.6545349539809723;0.5303941833289934;0.5285519260884551;0.34705817458352023;0.40118576930119443;,36.09090909,36,37,36.0;36.0;36.0;36.0;36.0;36.0;36.0;36.0;36.0;37.0;36.0;,0,0,0,0;0;0;0;0;0;0;0;0;0;0;,1.534545455,0.52,6.467,0.48;0.09333333333333334;0.46666666666666673;0.48;0.52;0.52;0.52;0.2533333333333333;4.546666666666667;6.466666666666667;2.533333333333333;,0.776732972,0.833,0.96,0.8583343051782742;0.5568715944993261;0.8523719496326458;0.8993063999927942;0.9595590828127404;0.9418611184350598;0.8283109761247868;0.7541044861974009;0.7535397813862219;0.8333967148633658;0.3064062794550354;
Jan 26-- 2021 12:19:17 AM,22785.6,23251,24183,23251;23744;24183;20806;21944;,0.776989136,0.819,0.971,0.8642728932228869;0.8395748509005149;0.9712302471533117;0.7420117586372544;0.9254811599123094;0.7746301413115974;0.8192490771176684;0.7482539372330997;0.3081981602848976;,1708995117,1.71E+09,1708998127,1708998127;1708996564;1708996043;1708995522;1708995001;1708994480;1708993959;1708993438;1708992917;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.518567547,0.53,0.732,0.731863303440304;0.6495602696040514;0.614857647432021;0.54707419140625;0.5300527887601215;0.40951555890939084;0.4542588140935973;0.2862306246251194;0.4436947204359198;,37.11111111,37,38,37.0;37.0;37.0;37.0;37.0;37.0;38.0;37.0;37.0;,0,0,0,0;0;0;0;0;0;0;0;0;,3.552592593,0.547,8.893,0.4933333333333333;0.44;0.5466666666666666;0.5466666666666666;0.4933333333333333;8.893333333333334;8.84;4.84;6.88;,0.78651225,0.841,0.959,0.8794345994955773;0.8714102729363791;0.9589019112072319;0.7488575910860251;0.9388655858250597;0.7707897211544573;0.8409103955125699;0.7550709726518758;0.31436919713576594;
Jan 26-- 2021 12:21:56 AM,23870,23615,24838,23040;23603;24254;24838;23615;,0.729240839,0.77,0.96,0.8940538838502143;0.8776805806175961;0.7554599545324457;0.959868807378303;0.9040734557677527;0.7835628009564105;0.607522260937805;0.5667047826045357;0.6437751213336392;0.29970674253126867;,1709167482,1.71E+09,1709170295,1709170295;1709169253;1709168732;1709168211;1709167690;1709167169;1709166648;1709166127;1709165606;1709165085;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.450660075,0.388,0.901,0.5078684515523655;0.5190912425813431;0.43874139790664773;0.31672084610885237;0.24749101073468077;0.3373680591948458;0.2686285042552629;0.1332347138671875;0.9012000110853632;0.8362565089985757;,38.2,38,39,38.0;38.0;38.0;38.0;38.0;38.0;39.0;39.0;38.0;38.0;,0,0,0,0;0;0;0;0;0;0;0;0;0;,2.097333333,0.553,4.787,0.5066666666666666;0.5466666666666666;0.5599999999999999;0.29333333333333333;4.786666666666667;4.773333333333333;0.2533333333333333;4.466666666666667;4.52;0.26666666666666666;,0.736667346,0.777,0.969,0.9027593886548752;0.8902899126408117;0.7641273779663055;0.9691360512097009;0.9088507689897465;0.7896270949058615;0.6113081756216562;0.5671488232677664;0.6576389819039045;0.305786889520165;
Jan 26-- 2021 12:24:24 AM,25673.6,26466,27980,26466;27522;27980;22958;23442;,0.779074645,0.792,0.95,0.7995154987224735;0.8717862880529588;0.9441805520478539;0.7425349402359056;0.9499939200389117;0.9286430955367764;0.7404349143095769;0.7161820363181439;0.7850232426718656;0.3124519571331279;,1709966744,1.71E+09,1710992245,1710992245;1710496060;1710330665;1710165270;1709999875;1709834480;1709669085;1709503690;1709338295;1709337774;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.498114112,0.513,0.723,0.5910633820523261;0.5839806704744965;0.5454146557626633;0.4812995202036578;0.2668934472965783;0.41257073412807177;0.32878924672409704;0.33926636217775996;0.723278623461197;0.7085844770349271;,39.1,39,40,39.0;39.0;39.0;39.0;39.0;39.0;39.0;40.0;39.0;39.0;,0,0,0,0;0;0;0;0;0;0;0;0;0;,3.1,0.54,8.56,0.52;0.52;0.4933333333333333;0.5599999999999999;0.52;8.559999999999999;8.546666666666667;4.533333333333333;6.52;0.22666666666666668;,0.788506279,0.799,0.964,0.8071675728784596;0.9006420449603777;0.9642742493819731;0.7457072122479775;0.9602943529396706;0.9302549327041408;0.7418288039992634;0.7271932062754201;0.7904195715766711;0.31728084012715907;
Jan 26-- 2021 12:26:43 AM,21977.2,22244,23150,22347;23150;21790;22244;20355;,0.785360659,0.818,0.951,0.8855469655652496;0.9510955577337395;0.9435326559881648;0.8176756821285087;0.8009814494769998;0.7739054389471;0.32478686124291545;,1712479832,1.71E+09,1712976464,1712976464;1712810548;1712645153;1712479758;1712314363;1712148968;1711983573;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.330194182,0.28,0.474,0.400822240398672;0.47418403613199456;0.4349650129362743;0.2178634539298426;0.27966816313467546;0.2715379814839759;0.23231838379846517;,40.28571429,40,41,40.0;40.0;40.0;40.0;41.0;40.0;41.0;,0,0,0,0;0;0;0;0;0;0;,3.308571429,4.533,6.773,0.5333333333333333;0.52;5.026666666666666;5.013333333333334;4.533333333333333;6.773333333333334;0.76;,0.796844699,0.85,0.959,0.8892320660383306;0.9592387270284878;0.9465007256913929;0.8496494798526044;0.8179656307637139;0.7851802647770808;0.3301460016940757;
Jan 26-- 2021 12:29:06 AM,20240.2,19720,23148,23148;19720;18479;17257;22597;,0.754002916,0.801,0.912,0.9115082017738331;0.7913550695386371;0.8512171277758029;0.733378955785863;0.8014140326455671;0.8915782945046847;0.8397313164871228;0.6554085094169957;0.3104347328141637;,1713860481,1.71E+09,1714467103,1714467103;1714301708;1714136313;1713970918;1713805523;1713640128;1713639607;1713474212;1713308817;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.448436044,0.46,0.544,0.4811974046595302;0.509445624826163;0.544096824089578;0.46011980498045;0.42692572475626656;0.5153373471452998;0.3028849756124214;0.37845696267117274;0.417459728380592;,41.33333333,41,42,41.0;41.0;41.0;41.0;42.0;41.0;41.0;42.0;42.0;,0.111111111,0,1,0;1;0;0;0;0;0;0;0;,2.034074074,2.493,4.56,0.5466666666666666;0.5866666666666667;0.5466666666666666;2.5866666666666664;2.493333333333333;3.0666666666666664;3.0533333333333332;0.8666666666666666;4.5600000000000005;,0.762298106,0.802,0.927,0.9269669853740534;0.7941407078249327;0.8678642459418172;0.7389462170840875;0.8022350252023219;0.8962463803961146;0.8477228079207034;0.6682500252597496;0.31831056304077476;
Jan 26-- 2021 12:31:36 AM,22129,22010,22843,22010;22809;21646;22843;21337;,0.73582779,0.768,0.923,0.9234988213623005;0.7105383464422035;0.8061009557396911;0.920740063443387;0.7291501179478792;0.32493843800503164;,1715295902,1.72E+09,1715297204,1715297204;1715296683;1715296162;1715295641;1715295120;1715294599;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;,0.321547843,0.325,0.41,0.410100996904672;0.3777176719240995;0.3067176709465656;0.34232367948151565;0.27616457520159426;0.2162624645841216;,42.33333333,42,43,42.0;42.0;43.0;43.0;42.0;42.0;,0,0,0,0;0;0;0;0;0;,2.713333333,2.72,4.987,0.6266666666666667;0.6133333333333334;4.986666666666666;2.8533333333333335;4.613333333333333;2.5866666666666664;,0.742582499,0.779,0.922,0.9219578090842973;0.7237616181085214;0.8217359752630348;0.9196046005296798;0.7372557071014857;0.3311792863056898;
Jan 26-- 2021 12:34:16 AM,26023.8,24636,30010,29527;30010;23975;24636;21971;,0.76002932,0.83,0.959,0.8463211830591216;0.9591273555283243;0.87107507396275;0.7101698551820899;0.7652637528915374;0.8297588323618247;0.33848918735590794;,1715466841,1.72E+09,1715468851,1715468851;1715467809;1715467288;1715466767;1715466246;1715465725;1715465204;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.537559264,0.575,0.705,0.5917964685963284;0.7051715060628677;0.5745574504945503;0.6310335272701153;0.44043023981440416;0.3810037960368357;0.43892185960174834;,43.28571429,43,44,43.0;43.0;43.0;44.0;44.0;43.0;43.0;,0,0,0,0;0;0;0;0;0;0;,3.977142857,4.627,8.573,0.6;0.5733333333333334;6.72;6.72;0.02666666666666667;8.573333333333332;4.626666666666666;,0.770789914,0.834,0.972,0.8622384098379654;0.9723559630902485;0.8905292048871264;0.7182229284277514;0.7715477554348208;0.8344595273985864;0.3461756086094553;
Jan 26-- 2021 12:36:46 AM,30344.4,30760,32885,32885;30760;31451;28038;28588;,0.545938564,0.509,0.847,0.846559008981293;0.5940354899987781;0.4193004348102582;0.3379968790720174;0.5092685040902243;0.7768880577828873;0.33752157041734604;,1715802767,1.72E+09,1715804330,1715804330;1715803809;1715803288;1715802767;1715802246;1715801725;1715801204;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;54.0;,0.350588423,0.325,0.531,0.5306464541847249;0.3852927868088605;0.4933706495605406;0.30065640642524366;0.32531541048798496;0.1870093175113488;0.2318279332972577;,44.28571429,44,45,44.0;44.0;44.0;44.0;45.0;45.0;44.0;,0,0,0,0;0;0;0;0;0;0;,3.727619048,4.613,6.64,0.5733333333333334;4.626666666666666;4.426666666666667;6.64;4.613333333333333;4.613333333333333;0.6;,0.556460383,0.517,0.879,0.8785766423633329;0.5940642139313888;0.42177591889675037;0.3411701458713411;0.5170104408612098;0.7991460240309288;0.3434792932599148;
